num_expediente;fecha;hora;localizacion;numero;cod_distrito;distrito;tipo_accidente;estado_meteorológico;tipo_vehiculo;tipo_persona;rango_edad;sexo;cod_lesividad;lesividad;coordenada_x_utm;coordenada_y_utm;positiva_alcohol;positiva_droga
2024S003240;28/01/2024;0:01:00;CALL. MANUEL TOVAR / CALL. LABASTIDA;27;8;FUENCARRAL-EL PARDO;Colisión fronto-lateral;Despejado;Turismo;Pasajero;De 18 a 20 años;Hombre;14;Sin asistencia sanitaria;441586,727;4482209,307;N;NULL
2024S003240;28/01/2024;0:01:00;CALL. MANUEL TOVAR / CALL. LABASTIDA;27;8;FUENCARRAL-EL PARDO;Colisión fronto-lateral;Despejado;Turismo;Pasajero;De 21 a 24 años;Hombre;14;Sin asistencia sanitaria;441586,727;4482209,307;N;NULL
2024S003240;28/01/2024;0:01:00;CALL. MANUEL TOVAR / CALL. LABASTIDA;27;8;FUENCARRAL-EL PARDO;Colisión fronto-lateral;Despejado;Turismo;Pasajero;De 21 a 24 años;Hombre;14;Sin asistencia sanitaria;441586,727;4482209,307;N;NULL
2024S003264;28/01/2024;3:05:00;CALL. CIDRO / CALL. DUQUESA DE TAMAMES;1;11;CARABANCHEL;Colisión lateral;Despejado;Maquinaria de obras;Conductor;De 35 a 39 años;Hombre;NULL;NULL;436427,001;4468567,691;N;NULL
2024S003264;28/01/2024;3:05:00;CALL. CIDRO / CALL. DUQUESA DE TAMAMES;1;11;CARABANCHEL;Colisión lateral;Despejado;Turismo;Conductor;De 30 a 34 años;Hombre;NULL;NULL;436427,001;4468567,691;S;NULL
2024S003264;28/01/2024;3:05:00;CALL. CIDRO / CALL. DUQUESA DE TAMAMES;1;11;CARABANCHEL;Colisión lateral;Despejado;Turismo;Pasajero;De 30 a 34 años;Mujer;NULL;NULL;436427,001;4468567,691;N;NULL
2024S003276;27/01/2024;4:40:00;CALL. ALCALA, 67;67;4;SALAMANCA;Caída;Despejado;VMU eléctrico;Conductor;De 25 a 29 años;Hombre;NULL;NULL;441484,829;4474593,163;N;NULL
2024S003278;28/01/2024;2:00:00;AVDA. ALBUFERA / METRO. AVENIDA DE LA PAZ;3;13;PUENTE DE VALLECAS;Caída;Despejado;Motocicleta hasta 125cc;Conductor;De 35 a 39 años;Hombre;14;Sin asistencia sanitaria;443240,884;4472162,566;N;NULL
2024S003278;28/01/2024;2:00:00;AVDA. ALBUFERA / METRO. AVENIDA DE LA PAZ;3;13;PUENTE DE VALLECAS;Caída;Despejado;Motocicleta hasta 125cc;Pasajero;De 35 a 39 años;Mujer;5;Asistencia sanitaria ambulatoria con posterioridad;443240,884;4472162,566;N;NULL
2024S003280;28/01/2024;4:50:00;AUTOV. M-30, 18RA60;18RA60;9;MONCLOA-ARAVACA;Solo salida de la vía;Despejado;Turismo;Conductor;De 21 a 24 años;Hombre;14;Sin asistencia sanitaria;438793,486;4474601,152;N;NULL
2024S003321;28/01/2024;6:50:00;CALL. ARCOS DE JALON, 59;59;20;SAN BLAS-CANILLEJAS;Choque contra obstáculo fijo;Despejado;Turismo;Conductor;De 30 a 34 años;Hombre;14;Sin asistencia sanitaria;448132,672;4475496,194;S;NULL
2024S003321;28/01/2024;6:50:00;CALL. ARCOS DE JALON, 59;59;20;SAN BLAS-CANILLEJAS;Choque contra obstáculo fijo;Despejado;Turismo;Conductor;Desconocido;Desconocido;NULL;NULL;448132,672;4475496,194;N;NULL
2024S003321;28/01/2024;6:50:00;CALL. ARCOS DE JALON, 59;59;20;SAN BLAS-CANILLEJAS;Choque contra obstáculo fijo;Despejado;Turismo;Conductor;Desconocido;Desconocido;NULL;NULL;448132,672;4475496,194;N;NULL
2024S003321;28/01/2024;6:50:00;CALL. ARCOS DE JALON, 59;59;20;SAN BLAS-CANILLEJAS;Choque contra obstáculo fijo;Despejado;Turismo;Conductor;Desconocido;Desconocido;NULL;NULL;448132,672;4475496,194;N;NULL
2024S003322;28/01/2024;6:00:00;PASEO. CHOPERA / PLAZA. LEGAZPI;73;2;ARGANZUELA;Choque contra obstáculo fijo;Despejado;Turismo;Conductor;De 35 a 39 años;Hombre;14;Sin asistencia sanitaria;440928,912;4471468,555;S;NULL
2024S003329;28/01/2024;7:15:00;AVDA. LABORAL, 10;10;17;VILLAVERDE;Choque contra obstáculo fijo;Despejado;Turismo;Conductor;De 30 a 34 años;Hombre;7;Asistencia sanitaria sólo en el lugar del accidente;441032,284;4466360,712;S;NULL
2024S003330;28/01/2024;7:00:00;CTRA. VILLAVERDE A VALLECAS / CALL. EMBAJADORES;46L;17;VILLAVERDE;Choque contra obstáculo fijo;Despejado;Furgoneta;Conductor;Desconocido;Desconocido;NULL;NULL;442996,843;4468670,12;N;NULL
2024S003331;28/01/2024;7:35:00;AVDA. MEMORIA / AVDA. REYES CATOLICOS;1;9;MONCLOA-ARAVACA;Colisión fronto-lateral;NULL;Turismo;Conductor;De 30 a 34 años;Hombre;NULL;NULL;438863,649;4476472,848;S;NULL
2024S003331;28/01/2024;7:35:00;AVDA. MEMORIA / AVDA. REYES CATOLICOS;1;9;MONCLOA-ARAVACA;Colisión fronto-lateral;NULL;Turismo;Conductor;De 60 a 64 años;Hombre;NULL;NULL;438863,649;4476472,848;N;NULL
2024S003331;28/01/2024;7:35:00;AVDA. MEMORIA / AVDA. REYES CATOLICOS;1;9;MONCLOA-ARAVACA;Colisión fronto-lateral;NULL;Turismo;Pasajero;De 25 a 29 años;Mujer;NULL;NULL;438863,649;4476472,848;N;NULL
2024S003334;28/01/2024;7:10:00;CALL. ANA TERESA, 85B;85B;9;MONCLOA-ARAVACA;Choque contra obstáculo fijo;Despejado;Turismo;Conductor;De 18 a 20 años;Hombre;NULL;NULL;433044,833;4479280,177;N;NULL
2024S003334;28/01/2024;7:10:00;CALL. ANA TERESA, 85B;85B;9;MONCLOA-ARAVACA;Choque contra obstáculo fijo;Despejado;Turismo;Conductor;Desconocido;Desconocido;NULL;NULL;433044,833;4479280,177;N;NULL
2024S003353;26/01/2024;10:29:00;CALL. ZAIDA / CALL. FRAGATA;17;11;CARABANCHEL;Colisión fronto-lateral;Despejado;Motocicleta hasta 125cc;Conductor;De 35 a 39 años;Hombre;NULL;NULL;437538,124;4471751,114;N;NULL
2024S003353;26/01/2024;10:29:00;CALL. ZAIDA / CALL. FRAGATA;17;11;CARABANCHEL;Colisión fronto-lateral;Despejado;Turismo;Conductor;De 55 a 59 años;Hombre;NULL;NULL;437538,124;4471751,114;N;NULL
2024S003360;28/01/2024;11:40:00;CALL. EZCARAY, 3;3;19;VICÁLVARO;Choque contra obstáculo fijo;Despejado;Turismo;Conductor;De 55 a 59 años;Mujer;14;Sin asistencia sanitaria;447950,27;4473490,873;N;NULL
2024S003360;28/01/2024;11:40:00;CALL. EZCARAY, 3;3;19;VICÁLVARO;Choque contra obstáculo fijo;Despejado;Turismo;Conductor;Desconocido;Desconocido;14;Sin asistencia sanitaria;447950,27;4473490,873;N;NULL
2024S003363;28/01/2024;12:18:00;AVDA. MORATALAZ, 135;135;14;MORATALAZ;Colisión múltiple;NULL;Turismo;Conductor;De 50 a 54 años;Hombre;NULL;NULL;444949,099;4473102,643;N;NULL
2024S003363;28/01/2024;12:18:00;AVDA. MORATALAZ, 135;135;14;MORATALAZ;Colisión múltiple;NULL;Turismo;Conductor;Desconocido;Desconocido;NULL;NULL;444949,099;4473102,643;N;NULL
2024S003363;28/01/2024;12:18:00;AVDA. MORATALAZ, 135;135;14;MORATALAZ;Colisión múltiple;NULL;Turismo;Conductor;Desconocido;Desconocido;NULL;NULL;444949,099;4473102,643;N;NULL
2024S003365;28/01/2024;12:42:00;CALL. ALBARES DE LA RIBERA, 8;8;11;CARABANCHEL;Colisión fronto-lateral;Despejado;Motocicleta hasta 125cc;Conductor;De 40 a 44 años;Hombre;NULL;NULL;437079,903;4469566,728;N;NULL
2024S003365;28/01/2024;12:42:00;CALL. ALBARES DE LA RIBERA, 8;8;11;CARABANCHEL;Colisión fronto-lateral;Despejado;Turismo;Conductor;De 55 a 59 años;Mujer;NULL;NULL;437079,903;4469566,728;N;NULL
2024S003366;28/01/2024;12:50:00;CALL. ARGUMOSA, 21;21;1;CENTRO;Colisión lateral;Despejado;Turismo;Conductor;De 60 a 64 años;Hombre;NULL;NULL;440747,681;4473293,373;N;NULL
2024S003366;28/01/2024;12:50:00;CALL. ARGUMOSA, 21;21;1;CENTRO;Colisión lateral;Despejado;Turismo;Conductor;Desconocido;Desconocido;NULL;NULL;440747,681;4473293,373;N;NULL
2024S003368;28/01/2024;11:35:00;CALL. SINFONIA / CALL. POEMA SINFONICO;30;10;LATINA;Colisión fronto-lateral;Despejado;Turismo;Conductor;De 21 a 24 años;Hombre;14;Sin asistencia sanitaria;434161,547;4469513,304;N;NULL
2024S003368;28/01/2024;11:35:00;CALL. SINFONIA / CALL. POEMA SINFONICO;30;10;LATINA;Colisión fronto-lateral;Despejado;Turismo;Conductor;De 45 a 49 años;Hombre;5;Asistencia sanitaria ambulatoria con posterioridad;434161,547;4469513,304;N;NULL
2024S003370;28/01/2024;13:10:00;AVDA. PESETA / CALL. MARAVEDI;95A;11;CARABANCHEL;Colisión fronto-lateral;Despejado;Turismo;Conductor;De 25 a 29 años;Hombre;14;Sin asistencia sanitaria;436511,964;4468306,743;N;NULL
2024S003370;28/01/2024;13:10:00;AVDA. PESETA / CALL. MARAVEDI;95A;11;CARABANCHEL;Colisión fronto-lateral;Despejado;Turismo;Conductor;De 40 a 44 años;Mujer;7;Asistencia sanitaria sólo en el lugar del accidente;436511,964;4468306,743;N;NULL
2024S003370;28/01/2024;13:10:00;AVDA. PESETA / CALL. MARAVEDI;95A;11;CARABANCHEL;Colisión fronto-lateral;Despejado;Turismo;Pasajero;De 25 a 29 años;Mujer;5;Asistencia sanitaria ambulatoria con posterioridad;436511,964;4468306,743;N;NULL
2024S003370;28/01/2024;13:10:00;AVDA. PESETA / CALL. MARAVEDI;95A;11;CARABANCHEL;Colisión fronto-lateral;Despejado;Turismo;Pasajero;De 50 a 54 años;Hombre;14;Sin asistencia sanitaria;436511,964;4468306,743;N;NULL
2024S003371;28/01/2024;13:15:00;AVDA. REAL DE PINTO, 168;168;17;VILLAVERDE;Colisión lateral;Despejado;Turismo;Conductor;De 21 a 24 años;Hombre;NULL;NULL;439192,253;4464621,703;N;NULL
2024S003371;28/01/2024;13:15:00;AVDA. REAL DE PINTO, 168;168;17;VILLAVERDE;Colisión lateral;Despejado;Turismo;Conductor;De 55 a 59 años;Hombre;NULL;NULL;439192,253;4464621,703;N;NULL
2024S003373;28/01/2024;13:40:00;AUTOV. M-30 / CALL. GANDIA;1100;2;ARGANZUELA;Colisión fronto-lateral;Despejado;Turismo;Conductor;De 30 a 34 años;Hombre;7;Asistencia sanitaria sólo en el lugar del accidente;443150,813;4472146,46;N;NULL
2024S003373;28/01/2024;13:40:00;AUTOV. M-30 / CALL. GANDIA;1100;2;ARGANZUELA;Colisión fronto-lateral;Despejado;Turismo;Conductor;De 40 a 44 años;Mujer;14;Sin asistencia sanitaria;443150,813;4472146,46;N;NULL
2024S003373;28/01/2024;13:40:00;AUTOV. M-30 / CALL. GANDIA;1100;2;ARGANZUELA;Colisión fronto-lateral;Despejado;Turismo;Pasajero;De 25 a 29 años;Mujer;6;Asistencia sanitaria inmediata en centro de salud o mutua;443150,813;4472146,46;N;NULL
2024S003373;28/01/2024;13:40:00;AUTOV. M-30 / CALL. GANDIA;1100;2;ARGANZUELA;Colisión fronto-lateral;Despejado;Turismo;Pasajero;De 40 a 44 años;Hombre;14;Sin asistencia sanitaria;443150,813;4472146,46;N;NULL
2024S003373;28/01/2024;13:40:00;AUTOV. M-30 / CALL. GANDIA;1100;2;ARGANZUELA;Colisión fronto-lateral;Despejado;Turismo;Pasajero;Menor de 5 años;Hombre;7;Asistencia sanitaria sólo en el lugar del accidente;443150,813;4472146,46;N;NULL
2024S003374;27/01/2024;19:20:00;CALL. REUS, 13;13;11;CARABANCHEL;Alcance;Despejado;Turismo;Conductor;De 25 a 29 años;Mujer;NULL;NULL;436945,421;4469295,156;N;NULL
2024S003374;27/01/2024;19:20:00;CALL. REUS, 13;13;11;CARABANCHEL;Alcance;Despejado;Turismo;Conductor;De 50 a 54 años;Hombre;NULL;NULL;436945,421;4469295,156;N;NULL
2024S003375;28/01/2024;9:10:00;CALL. SAN BENITO / CALL. CAÑAVERAL;25;6;TETUÁN;Colisión fronto-lateral;Despejado;Furgoneta;Conductor;De 25 a 29 años;Mujer;14;Sin asistencia sanitaria;441232,93;4480057,43;N;NULL
2024S003375;28/01/2024;9:10:00;CALL. SAN BENITO / CALL. CAÑAVERAL;25;6;TETUÁN;Colisión fronto-lateral;Despejado;Turismo;Conductor;De 60 a 64 años;Hombre;NULL;NULL;441232,93;4480057,43;N;NULL
2024S003376;27/01/2024;20:10:00;CALL. MAR CASPIO, 3;3;16;HORTALEZA;Caída;Despejado;Ciclo;Conductor;De 21 a 24 años;Hombre;NULL;NULL;445051,659;4480512,817;N;NULL
2024S003378;28/01/2024;14:15:00;AVDA. NUESTRA SEÑORA DE FATIMA, 67;67;11;CARABANCHEL;Colisión múltiple;Despejado;Autobús;Conductor;De 45 a 49 años;Mujer;14;Sin asistencia sanitaria;436541,044;4470529,36;N;NULL
2024S003378;28/01/2024;14:15:00;AVDA. NUESTRA SEÑORA DE FATIMA, 67;67;11;CARABANCHEL;Colisión múltiple;Despejado;Camión rígido;Conductor;De 60 a 64 años;Hombre;14;Sin asistencia sanitaria;436541,044;4470529,36;N;NULL
2024S003378;28/01/2024;14:15:00;AVDA. NUESTRA SEÑORA DE FATIMA, 67;67;11;CARABANCHEL;Colisión múltiple;Despejado;Turismo;Conductor;De 21 a 24 años;Hombre;14;Sin asistencia sanitaria;436541,044;4470529,36;N;NULL
2024S003378;28/01/2024;14:15:00;AVDA. NUESTRA SEÑORA DE FATIMA, 67;67;11;CARABANCHEL;Colisión múltiple;Despejado;Turismo;Conductor;De 30 a 34 años;Hombre;14;Sin asistencia sanitaria;436541,044;4470529,36;N;NULL
2024S003378;28/01/2024;14:15:00;AVDA. NUESTRA SEÑORA DE FATIMA, 67;67;11;CARABANCHEL;Colisión múltiple;Despejado;Turismo;Pasajero;De 25 a 29 años;Mujer;7;Asistencia sanitaria sólo en el lugar del accidente;436541,044;4470529,36;N;NULL
2024S003379;28/01/2024;15:00:00;CALLE POPULAR MADRILEÑA CON AVDA DE LOS FUEROS;20;12;USERA;Colisión lateral;Despejado;Turismo;Conductor;De 25 a 29 años;Hombre;NULL;NULL;441162,67;4469075,632;S;NULL
2024S003379;28/01/2024;15:00:00;CALLE POPULAR MADRILEÑA CON AVDA DE LOS FUEROS;20;12;USERA;Colisión lateral;Despejado;Turismo;Conductor;De 45 a 49 años;Mujer;NULL;NULL;441162,67;4469075,632;N;NULL
2024S003379;28/01/2024;15:00:00;CALLE POPULAR MADRILEÑA CON AVDA DE LOS FUEROS;20;12;USERA;Colisión lateral;Despejado;Turismo;Pasajero;De 45 a 49 años;Mujer;NULL;NULL;441162,67;4469075,632;N;NULL
2024S003383;28/01/2024;17:30:00;CALL. FERRAZ / CALL. LUISA FERNANDA;18;9;MONCLOA-ARAVACA;Colisión lateral;Despejado;Motocicleta hasta 125cc;Conductor;De 25 a 29 años;Hombre;3;Ingreso superior a 24 horas;439267,029;4475144,672;N;NULL
2024S003383;28/01/2024;17:30:00;CALL. FERRAZ / CALL. LUISA FERNANDA;18;9;MONCLOA-ARAVACA;Colisión lateral;Despejado;Turismo;Conductor;De 65 a 69 años;Hombre;14;Sin asistencia sanitaria;439267,029;4475144,672;N;NULL
2024S003383;28/01/2024;17:30:00;CALL. FERRAZ / CALL. LUISA FERNANDA;18;9;MONCLOA-ARAVACA;Colisión lateral;Despejado;Turismo;Pasajero;De 30 a 34 años;Mujer;5;Asistencia sanitaria ambulatoria con posterioridad;439267,029;4475144,672;N;NULL
2024S003384;28/01/2024;17:40:00;PLAZA. CORREGIDOR CONDE DE MACEDA Y TABOADA / CALL. PICO DE LOS ARTILLEROS;0;14;MORATALAZ;Alcance;Despejado;Turismo;Conductor;De 60 a 64 años;Hombre;NULL;NULL;445424,954;4472636,258;N;NULL
2024S003384;28/01/2024;17:40:00;PLAZA. CORREGIDOR CONDE DE MACEDA Y TABOADA / CALL. PICO DE LOS ARTILLEROS;0;14;MORATALAZ;Alcance;Despejado;Turismo;Conductor;Desconocido;Desconocido;NULL;NULL;445424,954;4472636,258;N;NULL
2024S003386;28/01/2024;17:15:00;CALL. SOR ANGELA DE LA CRUZ / PASEO. CASTELLANA;2;6;TETUÁN;Colisión fronto-lateral;Despejado;Turismo;Conductor;De 60 a 64 años;Hombre;NULL;NULL;441458,629;4478972,46;N;NULL
2024S003386;28/01/2024;17:15:00;CALL. SOR ANGELA DE LA CRUZ / PASEO. CASTELLANA;2;6;TETUÁN;Colisión fronto-lateral;Despejado;Turismo;Conductor;Más de 74 años;Hombre;NULL;NULL;441458,629;4478972,46;N;NULL
2024S003386;28/01/2024;17:15:00;CALL. SOR ANGELA DE LA CRUZ / PASEO. CASTELLANA;2;6;TETUÁN;Colisión fronto-lateral;Despejado;Turismo;Pasajero;De 55 a 59 años;Mujer;NULL;NULL;441458,629;4478972,46;N;NULL
2024S003387;27/01/2024;20:25:00;AUTOV. A-42, P.K. 5.100;+00500E;12;USERA;Alcance;Despejado;Turismo;Conductor;De 25 a 29 años;Hombre;NULL;NULL;438911,443;4469650,163;N;NULL
2024S003387;27/01/2024;20:25:00;AUTOV. A-42, P.K. 5.100;+00500E;12;USERA;Alcance;Despejado;Turismo;Conductor;De 40 a 44 años;Mujer;14;Sin asistencia sanitaria;438911,443;4469650,163;N;NULL
2024S003389;28/01/2024;18:50:00;PASEO. CASTELLANA / CALL. AYALA;13;7;CHAMBERÍ;Colisión fronto-lateral;Despejado;Motocicleta > 125cc;Conductor;De 70 a 74 años;Hombre;3;Ingreso superior a 24 horas;441499,489;4475487,955;N;NULL
2024S003389;28/01/2024;18:50:00;PASEO. CASTELLANA / CALL. AYALA;13;7;CHAMBERÍ;Colisión fronto-lateral;Despejado;Turismo;Conductor;De 60 a 64 años;Hombre;14;Sin asistencia sanitaria;441499,489;4475487,955;N;NULL
2024S003391;28/01/2024;18:20:00;AVDA. PADRE PIQUER / PLAZA. DANIEL ZUAZO;40;10;LATINA;Atropello a persona;Despejado;VMU eléctrico;Conductor;De 15 a 17 años;Hombre;14;Sin asistencia sanitaria;434900,904;4471594,031;N;NULL
2024S003391;28/01/2024;18:20:00;AVDA. PADRE PIQUER / PLAZA. DANIEL ZUAZO;40;10;LATINA;Atropello a persona;Despejado;VMU eléctrico;Pasajero;De 10 a 14 años;Hombre;14;Sin asistencia sanitaria;434900,904;4471594,031;N;NULL
2024S003391;28/01/2024;18:20:00;AVDA. PADRE PIQUER / PLAZA. DANIEL ZUAZO;40;10;LATINA;Atropello a persona;Despejado;VMU eléctrico;Peatón;Menor de 5 años;Hombre;7;Asistencia sanitaria sólo en el lugar del accidente;434900,904;4471594,031;N;NULL
2024S003392;28/01/2024;19:45:00;CALL. MARIANISTAS, 17;17;11;CARABANCHEL;Choque contra obstáculo fijo;Despejado;Furgoneta;Conductor;Desconocido;Desconocido;NULL;NULL;435503,141;4468998,17;N;NULL
2024S003392;28/01/2024;19:45:00;CALL. MARIANISTAS, 17;17;11;CARABANCHEL;Choque contra obstáculo fijo;Despejado;Turismo;Conductor;De 35 a 39 años;Hombre;NULL;NULL;435503,141;4468998,17;S;NULL
2024S003393;28/01/2024;19:10:00;AUTOV. M-30, 08NC70;08NC70;3;RETIRO;Alcance;Despejado;Motocicleta hasta 125cc;Conductor;De 50 a 54 años;Hombre;2;Ingreso inferior o igual a 24 horas;443690,866;4473370,694;N;NULL
2024S003393;28/01/2024;19:10:00;AUTOV. M-30, 08NC70;08NC70;3;RETIRO;Alcance;Despejado;Turismo;Conductor;De 25 a 29 años;Hombre;14;Sin asistencia sanitaria;443690,866;4473370,694;N;NULL
2024S003393;28/01/2024;19:10:00;AUTOV. M-30, 08NC70;08NC70;3;RETIRO;Alcance;Despejado;Turismo;Pasajero;De 25 a 29 años;Mujer;14;Sin asistencia sanitaria;443690,866;4473370,694;N;NULL
2024S003394;28/01/2024;22:15:00;CALL. ALMAGRO, 5;5;7;CHAMBERÍ;Otro;Despejado;Turismo;Conductor;De 25 a 29 años;Hombre;NULL;NULL;441056,33;4475552,806;N;NULL
2024S003395;28/01/2024;22:50:00;CALL. AGUSTIN DE FOXA, 25;25;5;CHAMARTÍN;Colisión fronto-lateral;NULL;Turismo;Conductor;De 40 a 44 años;Hombre;NULL;NULL;441918,359;4480228,761;N;NULL
2024S003395;28/01/2024;22:50:00;CALL. AGUSTIN DE FOXA, 25;25;5;CHAMARTÍN;Colisión fronto-lateral;NULL;Turismo;Conductor;De 50 a 54 años;Hombre;NULL;NULL;441918,359;4480228,761;N;NULL
2024S003396;28/01/2024;23:00:00;AVDA. NUESTRA SEÑORA DE VALVANERA / CALL. LAGUNA;158;10;LATINA;Colisión fronto-lateral;Despejado;Motocicleta hasta 125cc;Conductor;De 35 a 39 años;Hombre;14;Sin asistencia sanitaria;436979,394;4471778,572;N;NULL
2024S003396;28/01/2024;23:00:00;AVDA. NUESTRA SEÑORA DE VALVANERA / CALL. LAGUNA;158;10;LATINA;Colisión fronto-lateral;Despejado;Motocicleta hasta 125cc;Pasajero;De 30 a 34 años;Hombre;2;Ingreso inferior o igual a 24 horas;436979,394;4471778,572;N;NULL
2024S003396;28/01/2024;23:00:00;AVDA. NUESTRA SEÑORA DE VALVANERA / CALL. LAGUNA;158;10;LATINA;Colisión fronto-lateral;Despejado;Turismo;Conductor;De 40 a 44 años;Mujer;14;Sin asistencia sanitaria;436979,394;4471778,572;N;NULL
2024S003397;28/01/2024;22:00:00;CALL. OSIRIS / CALL. DEDALO;5;20;SAN BLAS-CANILLEJAS;Choque contra obstáculo fijo;Despejado;Turismo;Conductor;De 35 a 39 años;Hombre;NULL;NULL;447594,558;4477033,29;N;NULL
2024S003398;29/01/2024;0:35:00;AVDA. MORATALAZ / AVDA. DOCTOR GARCIA TAPIA;199;14;MORATALAZ;Choque contra obstáculo fijo;Despejado;Turismo;Conductor;De 55 a 59 años;Hombre;NULL;NULL;445560,582;4473413,753;S;NULL
2024S003399;29/01/2024;0:03:00;AVDA. FIN DE SEMANA, 1;1;20;SAN BLAS-CANILLEJAS;Otro;Despejado;Autobús;Conductor;De 50 a 54 años;Hombre;NULL;NULL;452097,617;4477566,799;N;NULL
2024S003401;29/01/2024;0:30:00;CALL. NUESTRA SEÑORA DE LA TORRE / CALL. PUERTO DE ALAZORES;4B;18;VILLA DE VALLECAS;Choque contra obstáculo fijo;NULL;Turismo;Conductor;Desconocido;Desconocido;NULL;NULL;447038,326;4470056,041;N;NULL
2024S003407;29/01/2024;8:12:00;PSRL. SUR DEL PUENTE DE LA PRINCESA, 0;0;12;USERA;Alcance;Despejado;Turismo;Conductor;De 25 a 29 años;Mujer;14;Sin asistencia sanitaria;440696,457;4471141,812;S;NULL
2024S003407;29/01/2024;8:12:00;PSRL. SUR DEL PUENTE DE LA PRINCESA, 0;0;12;USERA;Alcance;Despejado;Turismo;Conductor;De 35 a 39 años;Hombre;14;Sin asistencia sanitaria;440696,457;4471141,812;N;NULL
2024S003407;29/01/2024;8:12:00;PSRL. SUR DEL PUENTE DE LA PRINCESA, 0;0;12;USERA;Alcance;Despejado;Turismo;Conductor;De 55 a 59 años;Mujer;7;Asistencia sanitaria sólo en el lugar del accidente;440696,457;4471141,812;N;NULL
2024S003409;29/01/2024;1:40:00;INTER. AEROPUERTO T-4, 0;0;21;BARAJAS;Colisión fronto-lateral;Despejado;Turismo;Conductor;De 25 a 29 años;Hombre;14;Sin asistencia sanitaria;449529,963;4482323,089;N;NULL
2024S003409;29/01/2024;1:40:00;INTER. AEROPUERTO T-4, 0;0;21;BARAJAS;Colisión fronto-lateral;Despejado;Turismo;Conductor;De 40 a 44 años;Hombre;14;Sin asistencia sanitaria;449529,963;4482323,089;N;NULL
2024S003409;29/01/2024;1:40:00;INTER. AEROPUERTO T-4, 0;0;21;BARAJAS;Colisión fronto-lateral;Despejado;Turismo;Pasajero;De 21 a 24 años;Mujer;1;Atención en urgencias sin posterior ingreso;449529,963;4482323,089;N;NULL
2024S003409;29/01/2024;1:40:00;INTER. AEROPUERTO T-4, 0;0;21;BARAJAS;Colisión fronto-lateral;Despejado;Turismo;Pasajero;De 21 a 24 años;Mujer;1;Atención en urgencias sin posterior ingreso;449529,963;4482323,089;N;NULL
2024S003411;29/01/2024;9:25:00;CALL. MAR ADRIATICO / CALL. AYACUCHO;1;16;HORTALEZA;Colisión fronto-lateral;Despejado;Motocicleta > 125cc;Conductor;De 45 a 49 años;Hombre;7;Asistencia sanitaria sólo en el lugar del accidente;445868,225;4480103,416;N;NULL
2024S003411;29/01/2024;9:25:00;CALL. MAR ADRIATICO / CALL. AYACUCHO;1;16;HORTALEZA;Colisión fronto-lateral;Despejado;Turismo;Conductor;De 45 a 49 años;Mujer;14;Sin asistencia sanitaria;445868,225;4480103,416;N;NULL
2024S003412;29/01/2024;9:20:00;AVDA. PABLO IGLESIAS / CALL. NUMANCIA;80;6;TETUÁN;Colisión lateral;Despejado;Motocicleta > 125cc;Conductor;De 60 a 64 años;Hombre;3;Ingreso superior a 24 horas;439577,58;4478382,134;N;NULL
2024S003412;29/01/2024;9:20:00;AVDA. PABLO IGLESIAS / CALL. NUMANCIA;80;6;TETUÁN;Colisión lateral;Despejado;Turismo;Conductor;Más de 74 años;Hombre;14;Sin asistencia sanitaria;439577,58;4478382,134;N;NULL
2024S003412;29/01/2024;9:20:00;AVDA. PABLO IGLESIAS / CALL. NUMANCIA;80;6;TETUÁN;Colisión lateral;Despejado;Turismo;Pasajero;De 40 a 44 años;Mujer;14;Sin asistencia sanitaria;439577,58;4478382,134;N;NULL
2024S003413;29/01/2024;10:45:00;CALL. POETA JOAN MARAGALL, 19B;19B;6;TETUÁN;Colisión múltiple;Despejado;Motocicleta hasta 125cc;Conductor;De 45 a 49 años;Hombre;5;Asistencia sanitaria ambulatoria con posterioridad;441307,12;4478746,388;N;NULL
2024S003413;29/01/2024;10:45:00;CALL. POETA JOAN MARAGALL, 19B;19B;6;TETUÁN;Colisión múltiple;Despejado;Turismo;Conductor;De 50 a 54 años;Mujer;14;Sin asistencia sanitaria;441307,12;4478746,388;N;NULL
2024S003413;29/01/2024;10:45:00;CALL. POETA JOAN MARAGALL, 19B;19B;6;TETUÁN;Colisión múltiple;Despejado;Turismo;Conductor;De 55 a 59 años;Mujer;14;Sin asistencia sanitaria;441307,12;4478746,388;N;NULL
2024S003414;29/01/2024;8:30:00;CALL. VICTOR MANUEL III / CALL. ALEJANDRO SANCHEZ;1;11;CARABANCHEL;Atropello a persona;Despejado;Furgoneta;Conductor;De 35 a 39 años;Mujer;14;Sin asistencia sanitaria;438816,377;4471275,26;N;NULL
2024S003414;29/01/2024;8:30:00;CALL. VICTOR MANUEL III / CALL. ALEJANDRO SANCHEZ;1;11;CARABANCHEL;Atropello a persona;Despejado;Furgoneta;Peatón;De 15 a 17 años;Mujer;7;Asistencia sanitaria sólo en el lugar del accidente;438816,377;4471275,26;N;NULL
2024S003414;29/01/2024;8:30:00;CALL. VICTOR MANUEL III / CALL. ALEJANDRO SANCHEZ;1;11;CARABANCHEL;Atropello a persona;Despejado;Furgoneta;Peatón;De 15 a 17 años;Mujer;14;Sin asistencia sanitaria;438816,377;4471275,26;N;NULL
